review_id,project_id,reviewer_id,rating,review_text,review_date,helpful_votes,verified_purchase
RV000624,PR001100,CL00414,4,Delivered on time and exceeded expectations.,2021-02-07,30,False
RV000625,PR001015,CL00221,3,Missed the deadline significantly.,2020-07-12,26,0
RV000626,PR000348,CL00536,4,Very professional and skilled.,2023-11-17,25,0
RV000627,PR000284,CL00646,4,Very professional and skilled.,2023-08-11,35,True
RV000628,PR000934,CL00532,4,Would hire again without hesitation.,2020-12-06,29,0
RV000629,PR000647,CL00027,5,"Great work, highly recommend!",2023-03-27,28,true
RV000630,PR000586,CL00323,1,Quality was below expectations.,2020-10-13,35,1
RV000631,PR000911,CL00027,5,Very professional and skilled.,2020-06-04,38,True
RV000632,PR000802,CL00202,3,Quality was below expectations.,2022-03-03,0,true
RV000633,PR000359,CL00346,1,Had to redo parts of the work.,2020-08-07,38,1
RV000634,PR000734,CL00098,4,Excellent communication throughout.,2023-01-22,42,true
RV000635,PR000383,CL00338,3,Quality was below expectations.,2024-11-28,30,1
RV000636,PR000472,CL00873,4,Excellent communication throughout.,2021-09-25,37,True
RV000637,PR000827,CL00423,2,Not as described in the proposal.,2024-08-18,1,0
RV000638,PR000563,CL00625,5,"Great work, highly recommend!",2022-01-25,11,true
RV000639,PR000699,CL00922,5,Outstanding quality and fast turnaround.,2024-02-20,30,True
RV000640,PR000038,CL00518,2,Not as described in the proposal.,2024-06-21,2,True
RV000641,PR000753,CL00081,3,Missed the deadline significantly.,2023-03-01,24,False
RV000642,PR000064,CL00277,8,"Great work, highly recommend!",2024-03-29,49,true
RV000643,PR000493,CL00191,3,Missed the deadline significantly.,2023-03-08,22,true
RV000644,PR000267,CL00111,4,Would hire again without hesitation.,2023-10-03,3,True
RV000645,PR000600,CL00583,4,Excellent communication throughout.,2022-03-12,19,False
RV000646,PR000052,CL00533,,Communication was poor.,2020-10-31,42,0
RV000647,PR000789,CL00865,5,Would hire again without hesitation.,2022-02-04,,1
RV000648,PR000239,CL00998,3,Quality was below expectations.,2021-07-18,22,0
RV000649,PR000632,CL00576,5,Would hire again without hesitation.,,19,false
RV000650,PR000844,CL00100,3,Quality was below expectations.,2022-03-23,,true
RV000651,PR000923,CL00656,3,Not as described in the proposal.,2020-12-22,0,0
RV000652,PR000151,CL00028,4,Excellent communication throughout.,2023-03-17,32,true
RV000653,PR000776,CL00194,1,Missed the deadline significantly.,,50,0
RV000654,PR000293,CL00527,5,Would hire again without hesitation.,2023-12-22,,false
RV000655,PR000170,CL00420,3,Not as described in the proposal.,2023-07-06,44,true
RV000656,PR001129,CL00741,2,Missed the deadline significantly.,2021-11-07,0,0
RV000657,PR000207,CL00035,,Would hire again without hesitation.,2020-11-01,19,True
RV000658,PR000277,CL00009,3,Communication was poor.,2023-04-03,20,0
RV000659,PR000300,CL00276,3,Not as described in the proposal.,2022-11-01,3,True
RV000660,PR000265,CL00509,2,Missed the deadline significantly.,2023-09-19,19,False
RV000661,PR000078,CL00694,3,,2024-08-29,50,0
RV000662,PR001058,CL00169,1,Missed the deadline significantly.,2020-06-04,29,false
RV000663,PR000756,CL00252,4,Outstanding quality and fast turnaround.,2024-01-24,12,true
RV000664,PR000494,CL00518,,Outstanding quality and fast turnaround.,2021-05-14,3,False
RV000665,PR001171,CL00377,,Communication was poor.,2022-05-03,41,1
RV000666,PR000313,CL00027,4,Very professional and skilled.,2023-03-05,7,true
RV000667,PR000717,CL00768,5,Excellent communication throughout.,2023-04-09,19,0
RV000668,PR000754,CL00326,4,Delivered on time and exceeded expectations.,2021-11-07,19,1
RV000669,PR000352,CL00913,1,,2024-02-19,11,True
RV000670,PR000500,CL00344,2,Missed the deadline significantly.,2020-08-07,15,true
RV000671,PR000778,CL00062,3,Missed the deadline significantly.,2021-09-09,0,False
RV000672,PR000869,CL00255,3,Missed the deadline significantly.,2021-06-14,23,1
RV000673,PR000273,CL00130,4,Would hire again without hesitation.,2020-07-19,39,false
RV000674,PR001062,CL00606,2,Missed the deadline significantly.,2022-05-21,,false
RV000675,PR000594,CL00458,4,Would hire again without hesitation.,2022-12-13,1,false
RV000676,PR000218,CL00674,3,Quality was below expectations.,2023-03-20,6,false
RV000677,PR000017,CL00379,2,Quality was below expectations.,2021-02-19,8,1
RV000678,PR000624,CL00973,1,Not as described in the proposal.,2022-09-11,30,true
RV000679,PR000847,CL00619,1,Not as described in the proposal.,2023-02-24,4,True
RV000680,PR001117,CL00936,2,Communication was poor.,2021-10-05,33,False
RV000681,PR000267,CL00348,2,Communication was poor.,2024-06-22,47,False
RV000682,PR000576,CL00027,5,,2023-03-15,29,True
RV000683,PR001020,CL00160,3,Not as described in the proposal.,2021-12-24,10,False
RV000684,PR000420,CL00552,4,Outstanding quality and fast turnaround.,2020-09-15,7,True
RV000685,PR001078,CL00226,4,Excellent communication throughout.,2024-06-08,28,0
RV000686,PR000257,CL00658,2,Not as described in the proposal.,2024-04-17,33,false
RV000687,PR000584,CL00643,2,Communication was poor.,2024-11-07,38,True
RV000688,PR000125,CL00317,4,Delivered on time and exceeded expectations.,,1,False
RV000689,PR000537,CL00602,4,Would hire again without hesitation.,2021-05-19,22,0
RV000690,PR000108,CL00642,3,Missed the deadline significantly.,2024-11-01,18,true
RV000691,PR000320,CL00778,4,Very professional and skilled.,2022-02-21,32,False
RV000691,PR000320,CL00778,4,Very professional and skilled.,2022-02-21,32,False
RV000692,PR000261,CL00927,1,,2020-06-08,21,True
RV000693,PR000219,CL00638,5,Very professional and skilled.,2023-01-01,,False
RV000694,PR000241,CL00638,3,Communication was poor.,2022-08-08,27,True
RV000695,PR001164,CL00344,1,Communication was poor.,2024-03-10,8,true
RV000696,,CL00910,1,,2024-11-26,31,True
RV000697,PR000844,CL00123,2,Communication was poor.,2020-12-15,24,False
RV000698,PR000836,CL00083,10,Delivered on time and exceeded expectations.,2022-10-30,11,false
RV000699,PR000588,CL00170,1,Not as described in the proposal.,2022-12-20,38,1
RV000700,PR000820,CL00408,,Had to redo parts of the work.,2021-05-03,44,0
RV000701,PR000923,CL00059,5,,2024-09-10,41,0
RV000702,PR000309,CL00989,5,Very professional and skilled.,2021-08-30,17,1
RV000703,PR000815,CL00698,2,Had to redo parts of the work.,,7,0
RV000704,PR000215,CL00133,3,Not as described in the proposal.,2022-03-28,3,true
RV000705,PR000159,CL00320,5,"Great work, highly recommend!",2024-08-03,39,0
RV000706,PR000752,CL00776,1,Had to redo parts of the work.,2023-09-16,10,false
RV000707,PR000068,CL00847,2,Had to redo parts of the work.,2022-03-21,48,0
RV000708,PR000667,CL00779,4,"Great work, highly recommend!",2020-06-20,,false
RV000709,PR000805,CL00497,2,Missed the deadline significantly.,2021-06-17,32,False
RV000710,PR000351,CL00080,2,Quality was below expectations.,2024-11-18,8,1
RV000711,PR000714,CL00339,3,Had to redo parts of the work.,2020-10-23,25,false
RV000712,PR000530,CL00533,3,Had to redo parts of the work.,2023-05-03,31,False
RV000713,PR000579,CL00200,2,Missed the deadline significantly.,2024-07-11,40,false
RV000714,PR000832,CL00023,5,Excellent communication throughout.,2020-07-19,,False
RV000715,PR000747,CL00834,,"Great work, highly recommend!",2024-04-18,,False
RV000716,PR000179,CL00296,1,Not as described in the proposal.,2021-08-17,11,0
RV000717,PR001031,CL00511,5,Delivered on time and exceeded expectations.,2022-04-03,46,False
RV000718,PR001176,CL00317,,Would hire again without hesitation.,2021-08-13,39,1
RV000719,PR000853,CL00519,5,,2020-07-23,46,True
RV000720,PR000474,CL00276,2,Quality was below expectations.,2022-11-14,23,False
RV000721,PR000477,CL00152,4,Excellent communication throughout.,2021-06-03,,True
RV000722,PR001185,CL00454,2,Had to redo parts of the work.,2023-08-05,44,True
RV000723,PR001120,CL00900,3,Had to redo parts of the work.,2023-09-28,,0
RV000724,PR000951,CL00405,2,Had to redo parts of the work.,2024-01-05,43,True
RV000725,PR000276,CL00588,4,Would hire again without hesitation.,2021-04-14,25,true
RV000726,PR000842,CL00879,4,"Great work, highly recommend!",2023-09-02,29,false
RV000727,PR000739,CL00965,5,Very professional and skilled.,2024-08-19,25,False
RV000728,PR000775,CL00813,3,Communication was poor.,2023-08-16,,true
RV000729,PR000516,CL00429,3,Had to redo parts of the work.,2023-10-27,48,true
RV000730,PR000298,CL00991,2,Not as described in the proposal.,2024-03-24,12,True
RV000731,PR001181,CL00107,7,Outstanding quality and fast turnaround.,2021-11-10,23,0
RV000732,PR000031,CL00104,,Communication was poor.,2021-09-25,13,false
RV000733,PR000604,CL00080,1,Missed the deadline significantly.,2024-04-27,24,False
RV000734,PR000535,CL00267,1,Not as described in the proposal.,2024-05-07,10,True
RV000735,PR000841,CL00034,2,Not as described in the proposal.,2024-04-12,37,true
RV000736,PR001129,CL00355,2,Had to redo parts of the work.,2023-04-16,43,1
RV000737,PR001054,CL00965,4,"Great work, highly recommend!",2024-08-01,20,false
RV000738,PR000411,CL00229,5,Very professional and skilled.,2022-11-06,6,True
RV000739,PR000494,CL00813,1,Had to redo parts of the work.,2023-02-17,31,false
RV000739,PR000494,CL00813,1,Had to redo parts of the work.,2023-02-17,31,false
RV000740,PR000768,CL00809,1,Communication was poor.,2021-05-23,42,1
RV000741,PR000288,CL00875,4,Very professional and skilled.,2022-12-02,12,True
RV000742,PR000909,CL00959,4,Very professional and skilled.,2022-03-05,0,True
RV000743,PR000295,CL00464,3,Missed the deadline significantly.,2021-10-19,6,true
RV000744,PR001109,CL00894,3,Had to redo parts of the work.,2020-09-09,22,1
RV000745,PR001192,CL00676,3,Had to redo parts of the work.,2021-02-21,43,False
RV000746,PR000660,CL00964,5,Very professional and skilled.,2021-06-17,13,true
RV000747,PR000736,CL00893,3,Had to redo parts of the work.,2023-11-17,32,false
RV000748,PR001179,CL00277,3,Quality was below expectations.,2024-05-30,11,True
RV000749,PR000238,CL00989,4,Excellent communication throughout.,2022-06-30,12,true
RV000750,PR000871,CL00798,5,Would hire again without hesitation.,2023-11-13,50,1
RV000751,PR000946,CL00643,5,Delivered on time and exceeded expectations.,2022-04-15,49,False
RV000752,PR001160,CL00365,3,Missed the deadline significantly.,2021-04-22,29,False
RV000753,PR000293,CL00317,,Quality was below expectations.,2023-03-10,44,0
RV000754,PR000041,CL00957,3,Missed the deadline significantly.,2023-01-02,50,false
RV000755,,CL00721,1,Missed the deadline significantly.,2023-09-07,,False
RV000756,PR000468,CL00043,4,"Great work, highly recommend!",2020-12-28,32,False
RV000757,PR000294,CL00634,,Communication was poor.,2024-08-29,50,true
RV000758,PR000913,CL00380,5,Would hire again without hesitation.,2020-09-21,,1
RV000759,PR001013,CL00558,3,Had to redo parts of the work.,2022-03-04,13,False
RV000760,PR001143,CL00351,3,Quality was below expectations.,2024-07-05,35,True
RV000761,PR000604,CL00051,1,Communication was poor.,2021-01-27,47,1
RV000762,PR000750,CL00298,5,Very professional and skilled.,2021-10-11,47,False
RV000763,PR000479,CL00939,1,Quality was below expectations.,2024-08-31,6,1
RV000764,PR000785,CL00169,4,,2024-02-23,29,0
RV000765,PR000174,CL00952,1,Quality was below expectations.,2023-06-20,35,false
RV000766,PR000983,CL00813,2,Communication was poor.,2024-11-20,22,true
RV000767,PR000143,CL00800,2,Had to redo parts of the work.,2022-05-16,36,False
RV000768,PR000035,CL00992,2,,2023-03-26,40,True
RV000769,,CL00196,5,Very professional and skilled.,2024-01-08,24,1
RV000770,PR001181,CL00736,1,Not as described in the proposal.,2020-07-21,24,true
RV000771,PR000606,CL00591,1,Not as described in the proposal.,2021-05-31,15,true
RV000772,,CL00945,1,Communication was poor.,2020-10-29,19,1
RV000773,PR001007,CL00376,1,Not as described in the proposal.,2022-12-02,,False
RV000774,PR000349,CL00627,4,Excellent communication throughout.,2022-12-22,40,1
RV000775,,CL00281,7,,2021-05-27,8,True
RV000776,PR000308,CL00350,5,Excellent communication throughout.,2022-12-17,7,False
RV000777,PR000115,CL00955,5,Outstanding quality and fast turnaround.,,11,True
RV000778,PR000880,CL00121,5,Very professional and skilled.,2023-11-28,13,true
RV000779,PR000712,CL00960,5,Would hire again without hesitation.,2022-06-23,38,true
RV000780,PR000068,CL00077,5,Delivered on time and exceeded expectations.,2022-02-13,27,false
RV000781,PR000360,CL00363,4,Very professional and skilled.,2022-01-20,37,0
RV000782,PR001018,CL00417,1,Missed the deadline significantly.,2022-03-21,38,1
RV000783,PR000574,CL00657,,Communication was poor.,2020-12-21,,False
RV000784,PR000774,CL00869,4,,2023-11-17,44,True
RV000785,PR000799,CL00734,2,Had to redo parts of the work.,2023-03-31,40,True
RV000786,PR000324,CL00795,2,Quality was below expectations.,2021-01-12,43,true
RV000787,PR000783,CL00332,2,Communication was poor.,2023-03-06,16,false
RV000788,PR000646,CL00337,2,Not as described in the proposal.,2024-03-10,46,true
RV000789,PR000465,CL00857,3,Missed the deadline significantly.,2023-08-13,22,true
RV000790,PR000696,CL00696,5,"Great work, highly recommend!",2024-06-05,2,True
RV000791,PR000619,CL00126,4,Very professional and skilled.,2021-10-24,27,1
RV000792,PR000198,CL00289,1,Not as described in the proposal.,2022-03-07,40,1
RV000793,PR000552,CL00796,3,Communication was poor.,2023-11-16,47,True
RV000793,PR000552,CL00796,3,Communication was poor.,2023-11-16,47,True
RV000794,PR000614,CL00898,5,Very professional and skilled.,2022-01-24,,false
RV000795,PR000357,CL00123,1,Not as described in the proposal.,2024-05-17,13,false
RV000796,PR000005,CL00389,4,,2024-10-23,25,0
RV000797,PR000565,CL00555,3,Quality was below expectations.,2020-12-23,38,true
RV000798,PR000747,CL00064,2,Quality was below expectations.,2023-02-18,26,0
RV000799,,CL00908,,Quality was below expectations.,2023-10-08,,False
RV000800,PR000726,CL00782,2,Not as described in the proposal.,2020-07-26,24,true
RV000801,PR000962,CL00200,3,Had to redo parts of the work.,2023-10-14,30,1
RV000802,PR000551,CL00754,1,Had to redo parts of the work.,2021-10-11,7,True
RV000803,PR000180,CL00625,2,Quality was below expectations.,2021-09-22,6,False
RV000804,PR000906,CL00149,9,Would hire again without hesitation.,2024-09-01,15,false
RV000805,PR000084,CL00177,1,,2021-06-29,9,True
RV000806,PR001064,CL00503,2,Not as described in the proposal.,2022-03-14,16,false
RV000807,PR000071,CL00638,2,,2024-03-01,40,true
RV000808,PR000564,CL00553,4,Delivered on time and exceeded expectations.,2020-08-29,50,false
RV000809,PR000565,CL00930,1,Had to redo parts of the work.,2021-09-03,21,0
RV000810,PR000458,CL00419,3,Missed the deadline significantly.,2023-05-03,21,1
RV000811,PR000997,CL00414,5,Very professional and skilled.,,3,True
RV000812,PR000217,CL00794,3,Communication was poor.,2020-06-21,13,1
RV000813,PR000503,CL00103,3,Not as described in the proposal.,2020-08-29,44,1
RV000814,PR000272,CL00964,1,Communication was poor.,2023-05-15,46,0
RV000815,PR000289,CL00782,4,Excellent communication throughout.,2021-03-28,43,true
RV000816,PR001166,CL00334,1,Communication was poor.,2021-11-21,44,false
RV000817,PR000140,CL00721,3,Not as described in the proposal.,2021-04-24,25,true
RV000818,PR001148,CL00085,1,Quality was below expectations.,2021-10-26,38,false
RV000819,PR001023,CL00500,5,Delivered on time and exceeded expectations.,2021-08-23,28,true
RV000820,PR000311,CL00994,1,Quality was below expectations.,2021-05-03,43,True
RV000821,PR000973,CL00045,2,Not as described in the proposal.,2022-12-20,13,True
RV000822,PR000107,CL00940,2,Not as described in the proposal.,2021-04-27,29,true
RV000823,PR000002,CL00472,5,Would hire again without hesitation.,2021-06-23,50,false
RV000824,PR000326,CL00790,5,Outstanding quality and fast turnaround.,2023-10-20,33,1
RV000825,PR001185,CL00103,1,Communication was poor.,2023-05-17,7,0
RV000826,PR000585,CL00206,1,Communication was poor.,2022-09-22,19,true
RV000827,PR000930,CL00013,5,Would hire again without hesitation.,2022-11-28,13,False
RV000828,PR000402,CL00083,1,Had to redo parts of the work.,2020-07-21,24,False
RV000829,PR000466,CL00510,10,Excellent communication throughout.,2024-02-03,15,0
RV000830,PR000996,CL00172,2,Not as described in the proposal.,2020-11-19,27,True
RV000831,PR000622,CL00675,5,Excellent communication throughout.,2023-03-28,39,True
RV000832,PR001169,CL00928,1,Not as described in the proposal.,2022-05-30,32,True
RV000833,PR000734,CL00050,1,Missed the deadline significantly.,2021-01-05,29,True
RV000834,PR000259,CL00483,4,,,13,false
RV000835,PR000715,CL00954,3,Quality was below expectations.,2021-10-03,28,True
RV000836,PR001120,CL00398,3,,2023-03-27,11,True
RV000837,PR000394,CL00116,4,Would hire again without hesitation.,2021-03-02,47,0
RV000838,,CL00038,2,Communication was poor.,2022-11-20,11,False
RV000839,PR000313,CL00821,3,Communication was poor.,2021-12-29,14,false
RV000840,PR000609,CL00347,5,Excellent communication throughout.,2020-09-18,13,true
RV000841,PR000926,CL00715,2,,2021-05-09,28,true
RV000842,PR000687,CL00175,2,Had to redo parts of the work.,2022-01-24,9,1
RV000843,PR000108,CL00863,2,Had to redo parts of the work.,2023-02-13,41,1
RV000844,PR000455,CL00390,4,Would hire again without hesitation.,2020-09-04,11,True
RV000845,,CL00356,,Quality was below expectations.,2021-11-05,29,True
RV000846,PR000852,CL00247,1,Communication was poor.,2023-05-24,32,False
RV000847,PR000657,CL00628,5,Outstanding quality and fast turnaround.,2022-12-06,8,true
RV000848,PR001190,CL00311,1,Had to redo parts of the work.,2024-07-07,32,false
RV000849,PR001082,CL00895,4,Delivered on time and exceeded expectations.,2023-05-07,,1
RV000850,PR001086,CL00797,9,Excellent communication throughout.,2022-11-17,38,0
RV000851,PR000326,CL00732,4,Delivered on time and exceeded expectations.,2023-02-13,10,True
RV000851,PR000326,CL00732,4,Delivered on time and exceeded expectations.,2023-02-13,10,True
RV000852,PR000018,CL00628,5,"Great work, highly recommend!",2024-11-08,35,true
RV000853,PR000751,CL00252,2,Missed the deadline significantly.,2020-08-25,19,true
RV000854,PR000222,CL00852,4,Outstanding quality and fast turnaround.,2021-04-19,27,1
RV000855,PR000794,CL00791,2,Not as described in the proposal.,2021-04-11,4,false
RV000856,PR000389,CL00634,2,Had to redo parts of the work.,2024-05-18,,false
RV000857,PR000480,CL00814,1,Quality was below expectations.,2022-10-01,26,True
RV000858,PR000819,CL00002,4,"Great work, highly recommend!",2023-01-20,8,0
RV000859,,CL00097,,Quality was below expectations.,2023-06-20,,True
RV000860,PR000206,CL00743,7,Would hire again without hesitation.,2024-08-15,,True
RV000861,PR000074,CL00560,1,Not as described in the proposal.,2024-09-07,17,True
RV000861,PR000074,CL00560,1,Not as described in the proposal.,2024-09-07,17,True
RV000862,PR000783,CL00489,4,,2023-11-14,18,True
RV000863,PR000872,CL00156,2,Communication was poor.,2023-07-20,37,1
RV000864,PR000249,CL00896,2,Quality was below expectations.,2021-01-09,16,1
RV000865,PR000670,CL00757,7,Would hire again without hesitation.,2024-05-17,50,true
RV000866,PR000540,CL00971,1,Communication was poor.,,10,true
RV000867,PR000284,CL00119,2,Communication was poor.,2022-07-08,31,0
RV000868,PR000315,CL00212,6,"Great work, highly recommend!",2022-08-30,49,false
RV000869,PR000947,CL00764,5,,2021-05-09,39,true
RV000870,PR000472,CL00888,10,Delivered on time and exceeded expectations.,2022-08-01,2,0
RV000871,PR000890,CL00929,3,,2023-11-02,31,false
RV000872,PR000672,CL00272,3,Communication was poor.,2023-12-29,45,False
RV000873,PR000923,CL00515,2,Quality was below expectations.,2021-11-04,29,False
RV000874,PR000356,CL00264,4,Excellent communication throughout.,2022-10-21,19,true
RV000875,PR000626,CL00914,3,Quality was below expectations.,2024-01-18,19,false
RV000876,PR001154,CL00177,2,Quality was below expectations.,2023-07-10,21,False
RV000877,PR000855,CL00537,2,Had to redo parts of the work.,2021-02-27,49,true
RV000878,PR000305,CL00001,2,Had to redo parts of the work.,2024-05-04,4,True
RV000879,PR000936,CL00898,1,Communication was poor.,2020-12-21,33,false
RV000880,PR000434,CL00562,2,Had to redo parts of the work.,2023-11-01,25,1
RV000881,PR000771,CL00374,,Outstanding quality and fast turnaround.,2022-12-06,50,True
RV000882,PR000760,CL00064,,Excellent communication throughout.,2023-07-16,,false
RV000883,PR000284,CL00297,4,Outstanding quality and fast turnaround.,2022-04-19,0,1
RV000884,PR000405,CL00232,4,Excellent communication throughout.,2022-11-29,47,true
RV000885,PR001031,CL00273,4,Very professional and skilled.,2020-11-08,18,False
RV000886,PR000771,CL00115,3,Quality was below expectations.,2024-07-06,46,0
RV000887,PR001019,CL00610,2,Missed the deadline significantly.,2024-04-15,18,true
RV000888,PR001196,CL00972,3,Quality was below expectations.,2021-03-01,21,false
RV000889,PR001139,CL00817,5,Excellent communication throughout.,,41,False
RV000890,PR000020,CL00113,5,Very professional and skilled.,2023-11-04,17,1
RV000891,PR000065,CL00390,4,Outstanding quality and fast turnaround.,2024-05-11,11,False
RV000892,PR000694,CL00644,1,Communication was poor.,2020-08-06,38,0
RV000893,PR000757,CL00500,2,Quality was below expectations.,2022-12-18,10,1
RV000894,PR001003,CL00756,1,,2021-08-27,31,False
RV000895,PR000402,CL00128,3,Not as described in the proposal.,2023-07-29,14,1
RV000896,PR000938,CL00906,2,Not as described in the proposal.,2022-03-25,5,true
RV000897,PR000571,CL00739,2,Had to redo parts of the work.,2022-04-09,12,False
RV000898,PR000882,CL00632,2,Not as described in the proposal.,2020-06-01,45,true
RV000899,PR000967,CL00674,1,Not as described in the proposal.,2022-03-07,47,True
RV000900,PR000770,CL00132,1,Had to redo parts of the work.,2024-04-01,36,true
RV000901,PR000585,CL00927,2,Not as described in the proposal.,2021-07-26,1,0
RV000902,PR000204,CL00804,,Very professional and skilled.,2024-06-07,14,0
RV000903,PR000667,CL00438,2,Quality was below expectations.,2023-10-01,3,0
RV000904,PR001056,CL00524,1,Communication was poor.,2024-01-19,,false
RV000905,PR000691,CL00943,4,Excellent communication throughout.,2024-07-21,47,true
RV000906,PR001027,CL00180,4,Delivered on time and exceeded expectations.,2021-10-14,,false
RV000907,PR000949,CL00465,4,Excellent communication throughout.,,46,false
RV000908,PR000792,CL00370,3,Missed the deadline significantly.,2020-07-10,39,true
RV000909,PR000429,CL00110,3,Quality was below expectations.,2023-03-14,0,true
RV000910,PR000893,CL00807,5,,,4,0
RV000911,PR001052,CL00909,4,Outstanding quality and fast turnaround.,2023-12-17,40,false
RV000912,PR000195,CL00877,5,Very professional and skilled.,2021-08-26,8,true
RV000912,PR000195,CL00877,5,Very professional and skilled.,2021-08-26,8,true
RV000913,PR001075,CL00432,4,"Great work, highly recommend!",2024-07-19,27,0
RV000914,PR000257,CL00089,2,Not as described in the proposal.,2022-02-18,32,false
RV000915,PR000691,CL00206,1,Not as described in the proposal.,2023-02-24,29,1
RV000916,PR000491,CL00820,4,Excellent communication throughout.,2024-03-17,31,true
RV000917,PR001063,CL00435,3,Had to redo parts of the work.,2022-11-13,7,false
RV000918,PR000676,CL00096,2,Quality was below expectations.,2022-09-25,14,True
RV000919,PR000581,CL00426,4,Very professional and skilled.,2022-02-28,19,true
RV000920,PR000646,CL00528,3,Had to redo parts of the work.,2023-06-09,35,True
RV000921,PR000676,CL00982,5,Excellent communication throughout.,2023-06-18,49,True
RV000922,PR000777,CL00331,5,Very professional and skilled.,2024-05-14,14,true
RV000923,PR001008,CL00763,3,Quality was below expectations.,2020-11-25,,true
RV000924,PR000278,CL00392,5,Outstanding quality and fast turnaround.,2022-11-30,26,0
RV000925,PR000484,CL00452,2,Communication was poor.,2021-08-13,,0
RV000926,PR001145,CL00768,5,Delivered on time and exceeded expectations.,2023-01-17,3,False
RV000927,PR000564,CL00524,7,"Great work, highly recommend!",2022-04-18,31,0
RV000928,PR000109,CL00289,1,Missed the deadline significantly.,2022-11-13,32,false
RV000929,PR001041,CL00525,5,Would hire again without hesitation.,2023-01-13,46,0
RV000930,PR000953,CL00895,4,Would hire again without hesitation.,2020-11-22,26,1
RV000931,PR000770,CL00735,2,Missed the deadline significantly.,2024-11-25,41,0
RV000932,PR000419,CL00408,4,Would hire again without hesitation.,2024-03-05,38,true
RV000933,PR000043,CL00234,4,Delivered on time and exceeded expectations.,2022-04-09,6,False
RV000934,PR000908,CL00229,3,Not as described in the proposal.,2020-12-12,23,True
RV000935,PR001167,CL00806,1,Not as described in the proposal.,2020-08-02,45,True
RV000936,PR000650,CL00072,4,Very professional and skilled.,2023-06-17,24,0
RV000937,PR000402,CL00288,3,Missed the deadline significantly.,2022-09-06,12,1
RV000938,PR000623,CL00372,5,Delivered on time and exceeded expectations.,2023-09-14,,true
RV000939,PR000088,CL00694,1,Communication was poor.,2021-05-26,15,0
RV000940,PR000159,CL00906,2,Not as described in the proposal.,2022-02-28,30,false
RV000941,PR000154,CL00676,4,Excellent communication throughout.,2023-10-24,41,True
RV000942,PR000213,CL00137,4,"Great work, highly recommend!",2021-11-30,49,True
RV000943,PR001005,CL00148,4,,2021-09-27,17,True
RV000944,PR000860,CL00402,3,Communication was poor.,2020-12-06,27,0
RV000945,PR000888,CL00946,4,Excellent communication throughout.,2021-04-30,28,0
RV000946,PR000949,CL00991,1,Not as described in the proposal.,2023-08-23,31,0
RV000947,PR001003,CL00450,1,Quality was below expectations.,2021-02-16,19,false
RV000948,PR000595,CL00225,1,Missed the deadline significantly.,2024-05-03,50,false
RV000949,PR000698,CL00675,3,Not as described in the proposal.,2024-07-20,19,1
RV000950,PR000557,CL00215,2,Had to redo parts of the work.,2024-05-02,25,True
RV000951,PR000424,CL00545,3,Communication was poor.,2024-07-21,44,true
RV000952,PR001188,CL00933,4,Delivered on time and exceeded expectations.,2022-01-11,29,true
RV000953,PR000336,CL00817,3,Not as described in the proposal.,2024-08-20,20,0
RV000954,PR000909,CL00676,3,Quality was below expectations.,2024-09-25,16,false
RV000954,PR000909,CL00676,3,Quality was below expectations.,2024-09-25,16,false
RV000955,PR001138,CL00072,5,Excellent communication throughout.,2020-09-30,45,false
RV000956,PR000942,CL00399,2,Quality was below expectations.,2023-10-08,39,False
RV000957,PR000402,CL00565,4,Would hire again without hesitation.,2023-07-10,9,True
RV000958,PR000431,CL00388,4,Delivered on time and exceeded expectations.,2023-06-08,31,0
RV000959,PR000483,CL00369,4,Would hire again without hesitation.,,33,1
RV000960,PR000404,CL00858,3,Missed the deadline significantly.,2021-05-28,29,0
RV000961,PR000889,CL00451,1,Not as described in the proposal.,2020-09-24,28,False
RV000962,PR000988,CL00668,1,Had to redo parts of the work.,2023-10-30,50,1
RV000963,PR000068,CL00435,4,Very professional and skilled.,2021-12-27,45,False
RV000964,PR001139,CL00112,4,Would hire again without hesitation.,2021-06-20,34,false
RV000965,PR000290,CL00374,1,Had to redo parts of the work.,2022-08-29,13,true
RV000966,,CL00477,5,Outstanding quality and fast turnaround.,2022-03-24,14,0
RV000967,PR001075,CL00832,1,Had to redo parts of the work.,2020-07-26,44,0
RV000968,PR000642,CL00632,,Had to redo parts of the work.,2020-10-11,22,false
RV000969,PR000463,CL00862,3,Missed the deadline significantly.,2021-09-24,31,1
RV000970,PR000911,CL00440,2,Missed the deadline significantly.,2021-04-26,20,False
RV000971,PR000022,CL00373,1,Had to redo parts of the work.,2021-03-06,39,0
RV000972,,CL00327,5,Would hire again without hesitation.,2024-04-17,38,True
RV000973,PR001057,CL00908,,Missed the deadline significantly.,2021-04-14,25,1
RV000974,PR000713,CL00600,3,Quality was below expectations.,2023-08-09,16,false
RV000975,PR000435,CL00549,1,Missed the deadline significantly.,2022-02-12,49,true
RV000976,PR000916,CL00054,5,,2021-07-13,20,True
RV000977,PR000716,CL00067,,Delivered on time and exceeded expectations.,2023-10-08,7,True
RV000978,PR001063,CL00515,3,,2020-08-24,1,1
RV000979,PR000470,CL00136,2,Not as described in the proposal.,2020-10-20,48,1
RV000980,PR001035,CL00192,2,,2020-06-16,32,true
RV000981,PR000107,CL00099,2,Communication was poor.,2024-08-02,34,1
RV000982,PR000668,CL00279,5,,2020-10-18,34,false
