transaction_id,project_id,freelancer_id,amount,currency,payment_date,payment_method,platform_fee_pct,status,is_disputed
TX0000773,PR000542,FL00450,6605.0,PKR,,PayPal,14.78,pending,0
TX0000774,PR000399,FL00489,6851.0,GBP,2021-10-10,Payoneer,17.87,refunded,1
TX0000775,PR000427,FL00457,926.0,EUR,2022-12-20,Crypto,20.53,pending,1
TX0000776,PR000198,FL00300,7518.0,EUR,2020-07-13,Bank Transfer,5.27,refunded,1
TX0000777,PR000001,FL00433,1112.0,USD,2024-10-07,Wise,16.41,pending,0
TX0000778,PR000720,FL00123,4818.0,PKR,2021-03-19,Stripe,17.1,failed,1
TX0000779,,FL00480,5723.0,gbp,2024-02-02,PayPal,12.41,success,0
TX0000780,PR000791,FL00425,107.0,USD,2020-06-14,PayPal,13.45,success,1
TX0000781,PR000162,FL00374,-469.0,USD,2024-03-15,Crypto,16.91,refunded,0
TX0000782,PR000333,,3593.0,INR,2020-03-28,Crypto,14.6,success,1
TX0000783,PR000906,FL00414,,USD,2021-06-12,Wise,14.22,failed,0
TX0000784,,FL00370,3233.0,GBP,2021-06-26,Stripe,,success,1
TX0000785,PR000550,FL00261,2607.0,BDT,2022-05-20,Crypto,18.04,pending,1
TX0000786,PR001149,FL00431,1715.0,EUR,2023-06-15,BANK TRANSFER,17.5,refunded,1
TX0000787,PR000438,FL00042,6602.0,PKR,2022-09-09,Crypto,11.82,success,1
TX0000788,PR000186,FL00244,637.0,INR,2022-09-12,Wise,6.13,success,1
TX0000789,PR000583,FL00370,262116.0,BDT,2023-07-08,Bank Transfer,13.7,refunded,1
TX0000790,PR001064,FL00069,-6684.0,INR,,Crypto,14.92,success,0
TX0000791,PR000112,FL00101,4473.0,USD,2021-12-17,Wise,10.52,success,1
TX0000792,PR001196,FL00108,4994.0,PKR,2021-04-08,Bank Transfer,16.02,success,1
TX0000793,PR000019,FL00456,2255.0,PKR,,PayPal,11.91,refunded,1
TX0000794,PR001005,,1548.0,PKR,2020-05-27,Bank Transfer,12.85,refunded,0
TX0000795,PR000217,FL00469,7012.0,USD,2021-10-18,Stripe,10.46,success,1
TX0000796,PR000736,FL00415,1535.0,INR,2021-05-23,Stripe,17.17,success,0
TX0000797,PR001114,FL00319,915.0,BDT,2021-11-02,Stripe,16.13,refunded,0
TX0000798,PR000166,FL00222,1122.0,EUR,,Crypto,18.8,pending,1
TX0000799,PR000577,FL00007,3455.0,GBP,2020-10-05,Bank Transfer,11.55,refunded,0
TX0000800,PR000340,FL00059,4234.0,USD,2021-11-26,Bank Transfer,12.52,success,0
TX0000801,PR000699,FL00292,4095.0,PKR,2020-05-10,PayPal,18.37,success,1
TX0000802,PR001034,,7489.0,BDT,2020-11-28,Crypto,,failed,1
TX0000803,PR000337,FL00440,5915.0,USD,2022-12-08,Payoneer,6.35,success,0
TX0000804,PR000032,FL00179,2254.0,,2024-04-22,Stripe,15.64,success,0
TX0000805,PR000635,FL00390,4361.0,BDT,2023-08-06,Payoneer,11.71,success,1
TX0000806,PR001001,FL00226,6167.0,USD,2023-08-06,PayPal,12.35,success,1
TX0000807,PR000809,FL00011,1197.0,USD,2020-01-26,Crypto,7.73,refunded,1
TX0000808,PR000007,FL00060,3826.0,INR,2020-02-10,Stripe,7.19,success,1
TX0000809,PR000849,FL00403,-107.0,EUR,2023-02-12,Wise,17.42,success,0
TX0000810,PR000921,FL00100,2620.0,BDT,2024-09-21,Crypto,13.33,success,0
TX0000811,PR000244,FL00043,908.0,GBP,2023-12-06,,19.05,success,1
TX0000812,PR000092,,6310.0,EUR,2021-08-05,CRYPTO,18.17,success,0
TX0000813,PR000474,FL00082,2152.0,USD,2024-08-02,Payoneer,13.78,success,1
TX0000814,PR000106,FL00349,1100.0,USD,2022-05-02,Stripe,8.07,success,1
TX0000815,PR000466,FL00028,2973.0,BDT,2020-02-11,Stripe,20.9,success,1
TX0000816,PR000074,FL00171,6433.0,INR,2023-10-01,WISE,11.09,success,1
TX0000817,PR000202,FL00336,4655.0,GBP,2023-01-06,Stripe,,success,0
TX0000818,PR000266,FL00120,,PKR,2020-06-18,Crypto,,refunded,0
TX0000819,PR000203,FL00380,3939.0,,2024-02-09,PayPal,14.4,pending,0
TX0000820,PR000149,FL00301,3828.0,EUR,2021-12-09,Crypto,10.6,success,1
TX0000821,PR000248,FL00080,4978.0,USD,2023-04-13,Crypto,9.43,success,0
TX0000822,PR000119,FL00157,7217.0,INR,2024-02-11,Wise,8.37,pending,1
TX0000823,PR001177,FL00171,631.0,INR,2023-11-24,PayPal,13.49,failed,1
TX0000824,PR000515,FL00062,5558.0,GBP,2020-09-27,Crypto,20.22,refunded,1
TX0000825,PR000193,FL00049,6730.0,GBP,2023-10-07,Crypto,18.26,success,0
TX0000826,PR000800,FL00061,6323.0,GBP,2021-01-15,Wise,8.23,failed,0
TX0000827,PR000824,FL00039,4769.0,GBP,2023-08-03,Crypto,8.86,success,0
TX0000828,PR000767,FL00318,927.0,PKR,,Crypto,,refunded,1
TX0000829,PR000161,FL00103,460.0,GBP,2022-08-12,Stripe,19.29,success,1
TX0000830,PR000671,FL00329,1889.0,EUR,2023-07-09,PayPal,18.44,refunded,0
TX0000831,PR000594,FL00336,-7153.0,GBP,2023-06-07,Stripe,9.51,failed,0
TX0000832,PR001164,FL00017,2015.0,PKR,2021-08-04,Stripe,19.65,success,0
TX0000833,PR000791,FL00024,6522.0,usd,2024-03-21,Wise,,pending,0
TX0000834,PR000748,FL00358,1822.0,EUR,2022-03-30,Bank Transfer,17.33,success,0
TX0000835,PR000947,FL00358,6996.0,GBP,2023-12-22,Wise,14.34,refunded,0
TX0000836,PR000655,FL00385,7344.0,EUR,2024-11-02,Stripe,11.36,pending,0
TX0000837,PR000916,FL00075,4270.0,BDT,2020-11-04,Bank Transfer,13.63,success,0
TX0000838,PR000370,FL00258,1821.0,USD,2021-03-15,Bank Transfer,6.39,pending,1
TX0000839,PR000785,FL00473,4937.0,USD,2022-11-14,Crypto,14.74,failed,1
TX0000840,PR000316,FL00117,1386.0,EUR,2024-04-07,Crypto,10.35,success,0
TX0000841,PR000458,FL00254,,EUR,2023-03-13,Stripe,19.69,pending,1
TX0000842,PR000059,FL00125,5603.0,INR,2021-07-02,Stripe,5.6,refunded,0
TX0000843,PR000204,FL00218,5614.0,,2022-07-04,Crypto,6.31,failed,1
TX0000844,PR000670,FL00422,1242.0,GBP,,Wise,18.87,failed,1
TX0000845,PR000900,FL00126,6961.0,USD,2020-12-08,Payoneer,11.21,success,0
TX0000846,PR000505,FL00062,6091.0,EUR,2024-03-26,PayPal,12.07,success,1
TX0000847,PR000933,FL00150,5088.0,USD,2022-05-09,Bank Transfer,14.88,success,0
TX0000848,PR000517,FL00039,2295.0,INR,,Crypto,11.01,success,0
TX0000849,PR000566,FL00500,295.0,PKR,2022-07-18,Bank Transfer,7.36,failed,1
TX0000850,PR000852,FL00423,7314.0,,2020-07-09,Stripe,16.34,success,0
TX0000851,PR000352,FL00470,860.0,BDT,2023-07-14,Bank Transfer,19.34,refunded,0
TX0000852,PR000031,FL00464,6309.0,PKR,2023-05-18,Stripe,20.78,failed,0
TX0000853,PR000444,FL00332,5218.0,GBP,2020-09-12,Payoneer,5.47,success,1
TX0000854,PR000291,,1789.0,EUR,2024-03-28,Payoneer,12.37,pending,1
TX0000855,PR000344,FL00450,4008.0,USD,2023-08-14,,17.18,success,1
TX0000856,PR001177,FL00393,4474.0,INR,2023-04-16,Wise,,success,1
TX0000857,PR001059,FL00492,1875.0,PKR,2021-02-03,Bank Transfer,19.86,pending,1
TX0000858,PR000017,FL00403,2050.0,GBP,2021-11-13,Payoneer,12.79,pending,0
TX0000859,PR000446,FL00373,388.0,GBP,2021-08-07,Crypto,11.75,refunded,1
TX0000860,PR000803,FL00233,4911.0,PKR,2020-02-25,PAYPAL,17.2,refunded,1
TX0000861,PR000212,FL00399,3885.0,,2023-10-04,Payoneer,15.26,success,0
TX0000862,PR001035,FL00089,761.0,USD,2020-06-28,Stripe,13.72,pending,0
TX0000863,PR000254,FL00152,,INR,2021-08-28,Crypto,16.02,pending,0
TX0000864,PR000681,FL00131,3762.0,EUR,2022-07-03,Stripe,13.52,refunded,1
TX0000865,,FL00381,379.0,GBP,2020-02-21,Payoneer,8.5,success,0
TX0000866,PR001073,,2433.0,USD,2024-11-22,Crypto,14.09,refunded,1
TX0000867,PR001158,FL00394,5172.0,GBP,2023-08-31,Crypto,,refunded,0
TX0000868,PR000049,FL00251,419.0,INR,2023-09-03,Stripe,,success,0
TX0000869,PR000057,,325.0,USD,2020-12-28,Wise,7.89,success,0
TX0000870,PR001135,FL00097,6885.0,INR,2024-09-29,Payoneer,10.08,failed,0
TX0000871,PR000107,FL00275,7304.0,EUR,2023-01-19,Payoneer,19.75,success,0
TX0000872,,FL00105,4914.0,INR,2022-08-27,BANK TRANSFER,16.37,refunded,0
TX0000873,PR000042,FL00021,6454.0,PKR,2020-05-12,Bank Transfer,16.74,success,1
TX0000874,PR001194,FL00202,7949.0,USD,2023-12-06,Crypto,17.72,success,0
TX0000875,PR000344,FL00110,3494.0,BDT,2024-05-13,Stripe,13.18,success,1
TX0000876,PR000630,FL00345,2170.0,BDT,2023-10-04,Payoneer,15.2,failed,0
TX0000877,PR000716,FL00400,7016.0,BDT,2024-01-08,PayPal,19.0,pending,1
TX0000878,PR000786,FL00033,7405.0,GBP,2021-10-02,PayPal,5.23,refunded,1
TX0000879,PR000978,FL00069,688863.0,USD,2021-12-12,PayPal,7.05,failed,1
TX0000880,PR000800,,3642.0,USD,2022-08-17,Payoneer,16.79,success,1
TX0000881,PR000474,FL00285,3132.0,BDT,2023-03-24,Crypto,5.69,success,0
TX0000882,PR000669,FL00200,2205.0,GBP,2024-02-01,Crypto,19.21,success,1
TX0000883,PR000193,FL00053,7010.0,BDT,2020-10-02,Crypto,20.06,success,1
TX0000884,PR000377,FL00415,4192.0,USD,2020-10-16,PayPal,11.45,success,0
TX0000885,PR000307,FL00479,7099.0,INR,2024-12-26,Bank Transfer,5.42,success,0
TX0000886,PR001088,FL00391,3165.0,INR,2023-11-20,,8.18,success,0
TX0000887,PR000737,FL00026,2055.0,USD,2022-05-19,Wise,13.85,failed,0
TX0000888,PR000748,FL00103,6972.0,PKR,2022-03-16,Payoneer,9.22,success,1
TX0000889,PR000762,FL00006,6957.0,USD,,Crypto,14.84,failed,0
TX0000890,PR001034,FL00060,7955.0,PKR,2024-05-19,Bank Transfer,10.12,success,1
TX0000891,PR000994,FL00451,155090.0,EUR,2024-03-21,Bank Transfer,7.83,success,0
TX0000892,,FL00474,7387.0,USD,2021-04-05,,15.95,refunded,0
TX0000893,PR000937,FL00455,4090.0,USD,2020-11-14,Crypto,13.69,success,1
TX0000894,PR000024,FL00327,,USD,2022-09-04,Crypto,11.38,refunded,0
TX0000895,PR001138,,3302.0,USD,2020-01-17,Payoneer,17.69,success,0
TX0000896,PR001112,FL00083,4288.0,PKR,2024-04-03,Bank Transfer,15.25,success,0
TX0000897,PR001016,FL00381,3893.0,BDT,,Wise,11.37,failed,0
TX0000898,PR000260,FL00309,3854.0,BDT,2020-03-14,Payoneer,14.11,success,0
TX0000899,PR000230,FL00182,,BDT,,PayPal,5.25,pending,0
TX0000900,PR001046,FL00362,2420.0,USD,2020-02-08,Crypto,5.01,failed,1
TX0000901,PR000343,FL00141,7993.0,USD,2023-05-07,Payoneer,18.1,success,0
TX0000902,PR000842,FL00023,4320.0,gbp,2021-06-05,Bank Transfer,10.2,success,1
TX0000903,PR000951,FL00305,5026.0,INR,2023-08-30,Bank Transfer,14.47,failed,1
TX0000904,,FL00046,1656.0,INR,2020-10-21,Wise,8.94,success,0
TX0000905,PR000757,FL00322,6281.0,USD,2020-04-10,PayPal,13.51,refunded,0
TX0000906,PR000274,FL00111,4711.0,PKR,2023-12-03,PayPal,7.14,success,1
TX0000907,PR000394,FL00050,2155.0,USD,2020-09-24,Wise,19.1,pending,1
TX0000908,PR000653,FL00146,7336.0,GBP,2024-06-04,Crypto,10.02,success,0
TX0000909,PR001051,FL00112,7200.0,bdt,2021-01-24,Bank Transfer,7.83,success,1
TX0000910,PR000825,FL00159,2957.0,PKR,2020-07-12,Stripe,13.45,refunded,0
TX0000911,PR000880,FL00052,5593.0,USD,2022-04-01,PayPal,6.82,success,0
TX0000912,PR000593,FL00206,107.0,USD,2024-06-09,PayPal,12.68,success,0
TX0000913,PR000829,FL00269,6287.0,,2021-08-19,Crypto,5.69,success,0
TX0000914,PR000550,FL00114,6409.0,INR,2021-07-11,Stripe,10.64,success,1
TX0000915,PR000769,FL00229,5558.0,INR,2020-12-12,Bank Transfer,10.45,success,0
TX0000916,PR000248,FL00487,5984.0,BDT,2024-11-11,Crypto,9.03,failed,0
TX0000917,PR001081,FL00492,7919.0,INR,2021-10-02,Bank Transfer,5.51,pending,0
TX0000918,PR000365,FL00459,2969.0,BDT,2020-12-30,Payoneer,6.34,success,1
TX0000919,PR000925,FL00290,7115.0,USD,2021-06-03,Payoneer,16.39,failed,0
TX0000920,PR000023,FL00060,1196.0,USD,2022-05-15,Crypto,15.81,pending,1
TX0000921,PR000839,FL00331,6323.0,USD,2024-11-11,Stripe,10.43,pending,0
TX0000922,PR000367,FL00029,190.0,INR,2023-01-31,Stripe,18.88,success,1
TX0000923,PR000094,FL00456,579.0,USD,2024-06-02,Bank Transfer,9.5,success,0
TX0000924,PR000680,FL00319,6348.0,USD,,Bank Transfer,,success,1
TX0000925,PR000063,FL00192,5582.0,eur,2020-12-31,Bank Transfer,18.39,success,0
TX0000926,PR000565,FL00415,2254.0,USD,2021-10-30,Crypto,18.14,success,1
TX0000927,PR000025,FL00243,2234.0,USD,2020-04-06,PayPal,6.4,failed,0
TX0000928,PR000145,FL00173,6502.0,USD,2021-09-18,Bank Transfer,12.04,refunded,0
TX0000929,PR000978,,919.0,PKR,2022-10-15,Wise,12.09,failed,0
TX0000930,PR000377,FL00352,,USD,2021-07-02,PAYPAL,18.35,success,0
TX0000931,PR001166,FL00433,4008.0,INR,2020-05-26,STRIPE,10.28,failed,1
TX0000932,PR000239,FL00407,1098.0,GBP,2022-04-03,Stripe,12.31,refunded,1
TX0000933,PR000009,FL00053,4352.0,BDT,2024-11-11,Stripe,18.06,success,0
TX0000934,PR000958,FL00395,6133.0,USD,2020-02-11,Payoneer,5.11,failed,0
TX0000935,PR000681,FL00475,4399.0,INR,2023-04-20,Wise,10.11,failed,1
TX0000936,PR000738,FL00420,,USD,2022-04-16,Bank Transfer,17.38,success,1
TX0000937,PR000141,FL00422,2536.0,INR,2023-09-11,Crypto,15.22,refunded,1
TX0000938,PR000008,FL00453,-74.0,eur,2024-07-05,Payoneer,15.61,success,0
TX0000939,PR000870,FL00132,4990.0,INR,2020-06-14,Stripe,10.91,pending,0
TX0000940,PR000231,FL00454,6100.0,USD,2024-10-10,Bank Transfer,13.65,failed,1
TX0000941,PR000884,FL00035,-5320.0,INR,2021-09-21,Crypto,8.26,failed,1
TX0000942,PR000826,FL00193,2551.0,USD,,Stripe,14.63,failed,1
TX0000943,PR000218,FL00389,2301.0,PKR,2024-02-25,Bank Transfer,20.01,failed,0
TX0000944,PR000532,FL00329,559.0,PKR,2020-05-26,PayPal,8.26,success,1
TX0000945,PR000562,FL00470,6954.0,USD,2021-05-27,PayPal,8.8,failed,1
TX0000946,PR000465,FL00037,7223.0,GBP,2020-03-28,Bank Transfer,18.8,success,1
TX0000947,PR000822,FL00077,941544.0,EUR,2020-05-09,Payoneer,18.41,refunded,1
TX0000948,,,7887.0,PKR,,Crypto,10.36,success,1
TX0000949,PR001146,FL00332,4842.0,EUR,,Crypto,10.41,pending,1
TX0000950,PR000208,FL00292,,INR,2021-08-24,Payoneer,6.25,refunded,0
TX0000951,PR000122,FL00209,1344.0,USD,2021-05-02,Crypto,20.42,refunded,1
TX0000952,PR000616,FL00018,7988.0,usd,2024-02-13,Payoneer,18.98,success,0
TX0000953,PR000149,FL00015,2069.0,USD,2020-03-09,Wise,17.08,success,1
TX0000954,PR000903,FL00375,4296.0,GBP,2024-11-25,Bank Transfer,13.93,success,1
TX0000955,PR000151,FL00195,883.0,BDT,2023-11-23,PAYPAL,11.49,success,0
TX0000956,PR000393,FL00076,3303.0,USD,2024-01-12,Payoneer,11.4,success,1
TX0000957,PR000880,FL00292,337398.0,PKR,2022-05-08,Wise,13.44,success,0
TX0000958,PR000681,FL00085,2154.0,USD,2022-09-05,Wise,17.15,success,1
TX0000959,PR000469,FL00292,4326.0,BDT,2023-08-16,Stripe,13.93,failed,0
TX0000960,PR000582,,1094.0,BDT,2020-12-11,Wise,9.78,success,1
TX0000961,PR000403,FL00491,-5054.0,BDT,2020-08-20,Stripe,13.24,pending,1
TX0000962,PR001010,FL00340,6065.0,BDT,2022-08-11,Crypto,17.27,failed,0
TX0000963,PR000626,FL00488,3117.0,BDT,2024-08-04,Wise,6.61,failed,1
TX0000964,PR000618,FL00327,4312.0,USD,2022-08-05,Stripe,14.66,pending,0
TX0000965,PR001142,FL00352,,GBP,2022-06-27,Crypto,13.83,failed,1
TX0000966,PR000081,FL00011,7240.0,USD,2024-11-13,Crypto,7.89,success,0
TX0000967,PR001018,FL00080,658318.0,USD,2023-08-19,Crypto,9.07,pending,0
TX0000968,PR000696,FL00267,6282.0,USD,2021-07-21,Stripe,,success,0
TX0000969,PR000990,FL00442,7621.0,USD,2020-11-29,Payoneer,9.99,pending,1
TX0000970,PR000732,FL00248,6278.0,pkr,2024-05-05,Stripe,16.04,success,1
TX0000971,PR000158,FL00255,4777.0,USD,2023-08-08,PayPal,19.25,refunded,0
TX0000972,PR000443,FL00062,7967.0,GBP,2020-04-25,Wise,19.35,failed,1
TX0000973,PR001078,FL00113,6759.0,USD,2021-07-02,Bank Transfer,17.33,refunded,0
TX0000974,PR000271,FL00107,-1625.0,INR,2023-06-06,Stripe,11.26,success,0
TX0000975,,FL00046,3643.0,USD,2022-11-15,PayPal,6.89,failed,0
TX0000976,PR001027,FL00484,6862.0,EUR,2022-03-13,Bank Transfer,5.35,failed,0
TX0000977,,FL00211,3171.0,GBP,2020-02-18,Payoneer,5.63,failed,1
TX0000978,PR000458,FL00315,4962.0,GBP,2020-04-23,Stripe,13.17,success,1
TX0000979,PR000900,FL00322,3024.0,PKR,2024-08-13,Bank Transfer,18.24,success,1
TX0000980,PR000337,FL00132,6303.0,INR,2020-07-05,Payoneer,9.74,refunded,1
TX0000981,PR000828,FL00224,3537.0,INR,2020-05-24,Crypto,,failed,1
TX0000982,PR000679,FL00296,6182.0,BDT,2022-10-28,Wise,12.36,refunded,1
TX0000983,PR000433,FL00241,4710.0,,2024-10-27,PayPal,11.65,success,1
TX0000984,PR000426,FL00146,1453.0,INR,2020-06-21,Stripe,15.48,refunded,0
TX0000985,PR000480,FL00312,-5032.0,INR,2024-08-20,WISE,9.49,refunded,0
TX0000986,PR000347,FL00299,5362.0,USD,2020-08-14,Stripe,9.86,success,0
TX0000987,PR000161,FL00216,2528.0,BDT,2022-03-28,Payoneer,20.08,failed,1
TX0000988,PR000626,FL00364,5980.0,GBP,2020-07-16,PayPal,19.92,pending,1
TX0000989,PR000548,FL00120,6564.0,GBP,2020-10-28,PayPal,11.52,success,1
TX0000990,PR000623,FL00081,6492.0,USD,2020-06-27,Stripe,19.45,failed,0
TX0000991,PR000254,FL00498,-7257.0,,2022-09-03,Bank Transfer,19.53,failed,0
TX0000992,PR000005,FL00486,273.0,USD,2023-05-02,Crypto,18.67,refunded,1
TX0000993,PR000505,FL00150,2268.0,USD,,Wise,,pending,1
TX0000994,PR000508,FL00163,,USD,2022-03-01,Payoneer,11.66,success,1
TX0000995,PR000173,FL00435,2090.0,USD,2023-02-21,Wise,10.18,success,1
TX0000996,PR000705,FL00114,1648.0,EUR,2024-03-01,Bank Transfer,17.53,success,0
TX0000997,PR000201,FL00283,2848.0,USD,2020-08-20,Wise,6.77,pending,1
TX0000998,PR000535,FL00233,4287.0,INR,2023-06-13,Wise,20.88,success,0
TX0000999,,FL00403,5302.0,USD,2020-11-14,CRYPTO,9.57,pending,0
TX0001000,PR000136,FL00269,344.0,BDT,2023-10-07,PayPal,19.1,pending,1
TX0001001,PR000809,FL00037,2402.0,USD,2020-12-24,PayPal,20.71,success,1
TX0001002,PR000197,FL00350,6913.0,eur,2022-04-14,Payoneer,13.95,refunded,0
TX0001003,PR000463,FL00339,6138.0,PKR,2020-08-14,Stripe,14.05,refunded,0
TX0001004,PR000986,FL00301,1445.0,USD,2022-10-31,Stripe,13.49,failed,1
TX0001005,PR001060,FL00216,5275.0,,2020-10-28,Crypto,18.18,refunded,0
TX0001006,PR000145,FL00406,6704.0,USD,2022-02-25,Bank Transfer,5.45,success,0
TX0001007,PR000765,FL00175,6037.0,USD,2021-06-25,Stripe,,failed,1
TX0001008,PR000604,FL00151,3898.0,EUR,2023-10-14,Crypto,6.8,success,0
TX0001009,PR000006,FL00233,6263.0,PKR,2021-02-13,PayPal,18.02,failed,1
TX0001010,PR000062,,6593.0,USD,2021-03-15,Payoneer,,success,0
TX0001011,PR000627,FL00078,4062.0,USD,2022-03-28,PayPal,12.8,pending,1
TX0001012,PR000629,FL00367,2720.0,USD,2024-12-16,Crypto,10.61,success,0
TX0001013,PR000393,FL00069,1732.0,GBP,2024-05-13,Stripe,17.24,success,0
TX0001014,PR001121,FL00385,5597.0,USD,,PayPal,12.42,failed,1
TX0001015,PR001151,FL00452,5250.0,BDT,2021-07-09,Wise,12.65,refunded,1
TX0001016,PR000346,FL00488,6068.0,USD,2021-08-22,,10.52,success,0
TX0001017,PR001166,FL00026,3133.0,INR,2021-10-30,Bank Transfer,15.58,failed,0
TX0001018,PR000197,FL00354,2648.0,PKR,2020-10-01,Bank Transfer,17.23,failed,0
TX0001019,PR000271,FL00108,1539.0,USD,2020-02-06,PayPal,18.5,failed,0
TX0001020,PR000085,FL00479,433.0,INR,2020-12-03,Stripe,10.71,success,1
TX0001021,PR001192,FL00335,2626.0,PKR,2020-06-15,Payoneer,5.02,failed,0
TX0001022,PR000254,FL00357,1460.0,INR,2022-12-15,Payoneer,6.3,success,0
TX0001023,PR000842,FL00194,7001.0,BDT,2020-04-27,Wise,14.9,success,1
TX0001024,PR000090,FL00191,1295.0,EUR,2021-08-10,Bank Transfer,20.88,success,0
TX0001025,PR000290,FL00079,1290.0,PKR,2023-08-30,PayPal,12.33,success,1
TX0001026,PR000208,FL00408,2491.0,INR,2023-05-02,Bank Transfer,11.0,success,1
TX0001027,PR000106,FL00412,1185.0,BDT,2022-06-20,Stripe,7.17,failed,1
TX0001028,PR000113,FL00241,7270.0,gbp,2024-12-10,PayPal,10.66,success,0
TX0001029,PR000047,FL00299,604644.0,USD,2020-02-03,Crypto,16.2,success,1
TX0001030,PR000408,FL00022,1162.0,USD,2023-12-03,Wise,,refunded,0
TX0001031,PR000197,FL00490,5773.0,INR,2021-10-12,Wise,7.0,success,0
TX0001032,PR001189,FL00171,1506.0,inr,2023-05-02,PayPal,5.23,refunded,1
TX0001033,PR000218,FL00304,3651.0,USD,2024-06-15,Crypto,5.72,success,1
TX0001034,PR000415,FL00265,4645.0,USD,2023-04-28,Bank Transfer,6.21,success,0
TX0001035,PR000660,FL00328,7485.0,inr,2024-10-18,Wise,11.96,pending,1
TX0001036,PR000985,FL00016,3901.0,PKR,2023-07-13,Wise,11.38,success,0
TX0001037,PR000011,FL00060,499.0,usd,2022-07-24,Wise,19.55,success,1
TX0001038,PR000933,FL00257,270.0,BDT,2021-04-16,Stripe,11.98,success,1
TX0001039,PR000168,FL00042,3048.0,GBP,2020-06-29,,9.16,failed,1
TX0001040,PR001062,FL00067,5232.0,USD,2024-12-17,Bank Transfer,6.33,failed,1
TX0001041,PR001150,FL00389,990.0,USD,2020-11-08,Stripe,18.85,success,1
TX0001042,PR000547,FL00429,4180.0,PKR,2021-12-03,Payoneer,8.13,success,0
TX0001043,PR000887,FL00231,2038.0,BDT,2020-09-07,STRIPE,14.03,refunded,0
TX0001044,PR000083,FL00263,727.0,bdt,2021-11-27,Wise,15.24,failed,1
TX0001045,PR000411,FL00351,747.0,BDT,2023-01-30,,20.57,success,0
TX0001046,PR000397,FL00082,975.0,USD,2023-10-14,Crypto,12.62,success,1
TX0001047,PR000381,,5491.0,INR,2021-09-08,Stripe,19.77,success,1
TX0001048,PR000887,FL00287,6000.0,USD,2020-11-11,PAYONEER,18.1,success,0
TX0001049,PR000052,FL00170,1109.0,BDT,2022-10-17,PayPal,16.57,failed,0
TX0001050,PR000799,FL00078,7194.0,INR,2023-02-18,Wise,19.74,refunded,0
TX0001051,PR000532,FL00314,,USD,2024-10-05,Bank Transfer,14.9,refunded,1
TX0001052,PR000962,FL00024,5199.0,USD,2024-03-24,Crypto,8.73,success,1
TX0001053,PR000402,FL00294,4357.0,INR,2020-01-14,Bank Transfer,9.43,success,0
TX0001054,,FL00171,2041.0,GBP,2023-08-10,Stripe,12.71,success,1
TX0001055,PR000665,FL00346,4568.0,usd,2024-03-31,Wise,8.89,refunded,1
TX0001056,PR000163,FL00005,3084.0,USD,2023-03-15,Stripe,9.31,refunded,0
TX0001057,PR000018,FL00086,-5266.0,BDT,2023-12-19,PayPal,17.15,pending,1
TX0001058,PR000497,,3158.0,USD,2024-05-04,Crypto,16.9,success,0
TX0001059,PR000215,FL00440,3369.0,USD,2023-10-07,Bank Transfer,19.33,failed,0
TX0001060,,FL00148,1376.0,USD,2022-07-23,PayPal,8.08,success,0
TX0001061,PR000394,FL00138,4983.0,USD,2021-03-15,Payoneer,18.92,refunded,1
TX0001062,PR000971,FL00308,6863.0,USD,2021-04-07,PayPal,17.26,refunded,1
TX0001063,PR000767,FL00273,148.0,USD,2024-03-01,Wise,16.61,success,1
TX0001064,PR000166,FL00107,4423.0,EUR,2023-03-25,Crypto,11.22,success,0
TX0001065,PR000511,FL00289,7529.0,usd,2022-05-12,Bank Transfer,6.06,pending,0
TX0001066,,FL00243,5550.0,USD,2024-07-10,PayPal,5.87,failed,1
TX0001067,PR000972,FL00079,6623.0,INR,2022-06-10,Wise,19.8,success,0
TX0001068,PR000218,FL00004,6559.0,PKR,2023-07-31,PayPal,6.4,success,1
TX0001069,PR001039,FL00457,7018.0,USD,2023-10-11,PayPal,6.68,success,1
TX0001070,PR000355,FL00129,3598.0,GBP,2021-11-20,Wise,,failed,0
TX0001071,PR000956,FL00438,2588.0,BDT,2021-07-22,Payoneer,10.31,success,1
TX0001072,PR000521,FL00202,537.0,USD,2024-06-27,Wise,19.57,success,1
TX0001073,PR000385,FL00101,,,2023-12-24,Wise,15.09,success,0
TX0001074,PR000765,FL00358,2644.0,BDT,2024-08-10,Wise,19.09,refunded,1
TX0001075,PR000727,FL00209,4870.0,USD,2022-07-21,Crypto,19.08,refunded,1
TX0001076,PR000552,FL00314,6179.0,GBP,2020-07-27,PayPal,19.32,success,1
TX0001077,,FL00367,588.0,EUR,2023-08-22,Payoneer,17.13,success,0
TX0001078,PR001035,FL00298,483.0,GBP,2020-05-20,Stripe,9.66,failed,1
TX0001079,PR000465,FL00078,114091.0,GBP,2024-08-02,Payoneer,20.1,failed,1
TX0001080,PR000145,FL00495,3471.0,USD,2024-08-04,PayPal,16.52,refunded,0
TX0001081,PR000147,FL00378,2551.0,USD,2022-10-15,Payoneer,19.83,pending,1
TX0001082,PR000981,FL00112,3538.0,PKR,2021-12-21,Wise,11.71,success,1
TX0001083,PR000037,,5181.0,PKR,2020-12-01,Payoneer,19.24,success,0
TX0001084,,FL00159,6697.0,PKR,2021-09-04,Crypto,17.31,failed,0
TX0001085,PR000426,FL00146,1367.0,PKR,2021-07-26,Bank Transfer,5.85,success,1
TX0001086,PR000686,,6072.0,PKR,,Stripe,6.21,success,0
